RK,NAME,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
313,Chasson RandleORL,PG,41,20.4,6.5,2.2,5.8,38.8,1.1,3.2,33.8,0.9,1.2,79.2,2,1.8,0.5,0.1,1.1,0,0,7.45
314,Avery BradleyMIA/HOU,PG,27,22.3,6.4,2.4,6.3,37.4,1.2,3.7,32.7,0.4,0.6,80,2.1,1.7,0.8,0.1,1,0,0,6.29
315,Alex CarusoLAL,SG,58,21,6.4,2.3,5.3,43.6,0.9,2.4,40.1,0.8,1.3,64.5,2.9,2.8,1.1,0.3,1.3,0,0,11.13
316,Timothe Luwawu-CabarrotBKN,SG,58,18.1,6.4,2.2,6.1,36.5,1.3,4.1,31.4,0.6,0.7,81.4,2.2,1.2,0.6,0.1,0.7,0,0,7.84
317,Kira Lewis Jr.NO,PG,54,16.7,6.4,2.4,6.2,38.6,0.7,2.2,33.3,0.8,0.9,84.3,1.3,2.3,0.7,0.2,0.6,0,0,10.3
318,Deni AvdijaWSH,SF,54,23.3,6.3,2.4,5.8,41.7,1,3.1,31.5,0.5,0.8,64.4,4.9,1.2,0.6,0.3,0.6,2,0,7.61
319,Tyus JonesMEM,PG,70,17.5,6.3,2.5,5.9,43.1,0.6,2,32.1,0.6,0.6,91.1,2,3.7,0.9,0.1,0.7,2,0,15.05
320,Chimezie MetuSAC,PF,36,13.6,6.3,2.5,5,50.8,0.4,1,35.1,0.9,1.2,72.1,3.1,0.8,0.4,0.5,0.8,0,0,14.6
321,Frank Mason IIIORL,G,4,19.8,6.3,2.3,6,37.5,0.5,1.3,40,1.3,1.8,71.4,3,3,0,0,1.3,0,0,7.55
322,Robert FranksORL,F,7,14.4,6.1,1.9,4,46.4,0.7,2.1,33.3,1.7,1.9,92.3,2,0.7,0.4,0.4,0.3,0,0,16.48
323,Aron BaynesTOR,C,53,18.5,6.1,2.5,5.7,44.1,0.5,1.9,26.2,0.5,0.8,70.7,5.2,0.9,0.3,0.4,0.9,2,0,10.5
324,Jaylen HoardOKC,SF,19,16.8,6.1,2.3,4.6,50,0,0.6,0,1.5,2.2,68.3,3.4,1.3,0.7,0.3,0.9,0,0,13.38
325,Facundo CampazzoDEN,PG,65,21.9,6.1,1.8,4.8,38.1,1.2,3.3,35.2,1.2,1.4,87.9,2.1,3.6,1.2,0.2,1.1,1,0,11.57
326,Max StrusMIA,SG,39,13,6.1,2.2,4.8,45.5,1.3,3.8,33.8,0.4,0.6,66.7,1.1,0.6,0.3,0.1,0.2,0,0,12.21
327,Dakota MathiasPHI,G,8,15.4,6,2.4,6,39.6,1,3.3,30.8,0.3,0.8,33.3,0.9,1.6,0.1,0.4,0.1,0,0,9.83
328,Dean WadeCLE,PF,63,19.2,6,2.1,4.9,43.1,1.2,3.4,36.6,0.5,0.6,76.9,3.4,1.2,0.6,0.3,0.5,1,0,11.37
329,Dwight PowellDAL,C,58,16.7,5.9,2.1,3.3,61.9,0.1,0.4,23.8,1.7,2.1,78.2,4,1.1,0.6,0.5,0.7,1,0,16.8
330,Drew EubanksSA,PF,54,14,5.8,2.1,3.8,56.6,0,0,100,1.4,2,72.6,4.5,0.8,0.3,0.9,0.8,3,0,17.92
331,DeAndre' BembryTOR,SG,51,19.1,5.7,2.3,4.5,51.3,0.3,1,26.4,0.9,1.3,68.2,2.9,2.1,1,0.4,1.4,0,0,11.28
332,Jordan NworaMIL,SF,30,9.1,5.7,2.1,4.5,45.9,0.9,2.1,45.2,0.6,0.8,76,2,0.2,0.5,0.2,0.8,2,0,16.15
333,Rodney McGruderDET,SG,16,12.1,5.7,2.3,4.4,52.9,0.7,1.5,45.8,0.4,0.5,75,1.4,1,0.5,0.1,0.4,0,0,16.14
334,Juan Toscano-AndersonGS,SF,53,20.9,5.7,2.3,3.9,57.9,0.7,1.7,40.2,0.4,0.6,71,4.4,2.8,0.8,0.5,1.2,0,0,12.62
335,Mychal MulderGS,G,60,12.8,5.6,2,4.4,44.9,1.4,3.6,39.7,0.2,0.4,63.6,1,0.4,0.2,0.2,0.3,0,0,10.86
336,Donta HallTOR/ORL,F,13,13.8,5.6,1.9,2.7,71.4,0,0,0,1.8,2.6,67.6,4.8,0.8,0.4,0.8,0.6,1,0,22.32
337,Yogi FerrellLAC/CLE,PG,10,13.7,5.6,2,5.7,35.1,0.9,2.8,32.1,0.7,0.9,77.8,1.9,2.2,0.7,0.3,0.3,0,0,14.36
338,Saben LeeDET,PG,48,16.3,5.6,2.1,4.4,47.1,0.2,0.5,34.8,1.3,1.9,68.5,2,3.6,0.7,0.3,1.1,0,0,13.84
339,Freddie GillespieTOR,SF,20,19.6,5.6,2.2,4.2,52.4,0,0,0,1.2,1.7,69.7,4.9,0.5,0.7,1,0.6,0,0,13.44
340,Anthony LambHOU,SF,24,17.3,5.5,1.9,4.9,39,1,3,32.4,0.8,0.9,85.7,2.9,1,0.3,0.2,0.8,0,0,8.72
341,Jabari ParkerSAC/BOS,PF,13,12.7,5.5,2.3,4.2,54.5,0.2,0.8,18.2,0.8,1,76.9,3.2,0.8,0.1,0.4,0.8,0,0,14.75
342,Garrison MathewsWSH,SG,64,16.2,5.5,1.5,3.7,40.9,1.2,3.1,38.4,1.3,1.5,88.4,1.4,0.4,0.5,0.1,0.2,0,0,9.7
343,Brad WanamakerGS/CHA,PG,61,17.3,5.5,1.9,4.9,38.5,0.3,1.4,18.8,1.5,1.7,89.1,1.7,2.9,0.7,0.2,1.2,0,0,9.52
344,Devin VassellSA,SG,62,17,5.5,2,4.9,40.6,0.8,2.4,34.7,0.7,0.8,84.3,2.8,0.9,0.7,0.3,0.4,0,0,10.64
345,Torrey CraigMIL/PHX,SF,50,16.1,5.5,2.2,4.5,48,0.8,2.1,36.8,0.3,0.4,77.3,3.9,1,0.6,0.5,0.5,2,0,14.23
346,Derrick FavorsUTAH,C,68,15.3,5.4,2.3,3.6,63.8,0,0,0,0.9,1.2,73.8,5.5,0.6,0.5,1,0.5,1,0,19.69
347,Tyler JohnsonBKN,SG,39,17.5,5.4,1.8,4.7,39.3,1.2,3.4,36.4,0.5,0.5,85.7,2,1.2,0.4,0,0.4,0,0,8.24
348,Justin PattonHOU,C,13,19,5.4,2.2,5.4,41.4,0.7,2.6,26.5,0.2,0.3,75,3.8,1.1,0.9,1.1,0.3,0,0,11.63
349,Rajon RondoATL/LAC,PG,45,17.1,5.4,2.1,4.8,44.2,0.8,2,40.4,0.4,0.4,94.1,2.4,4.4,0.8,0.1,1.8,0,0,13.2
350,Jarred VanderbiltMIN,PF,64,17.8,5.4,2.2,3.7,60.6,0,0.1,20,0.9,1.6,55.9,5.8,1.2,1,0.7,0.8,3,0,16.25
351,Jahlil OkaforDET,C,27,12.9,5.4,2.3,3.8,61.8,0.1,0.3,22.2,0.6,0.9,70.8,2.4,0.5,0.2,0.2,0.8,0,0,13.2
352,Josh OkogieMIN,SF,59,20.3,5.4,1.7,4.3,40.2,0.5,1.8,26.9,1.4,1.8,76.9,2.6,1.1,0.9,0.5,0.7,0,0,9.16
353,Taj GibsonNY,C,45,20.8,5.4,2.2,3.5,62.7,0.1,0.3,20,0.9,1.2,72.7,5.6,0.8,0.7,1.1,0.5,0,0,16.05
354,Tony SnellATL,SF,47,21.1,5.3,1.9,3.6,51.5,1.3,2.3,56.9,0.2,0.2,100,2.4,1.3,0.3,0.2,0.4,0,0,9.48
355,Jarrett CulverMIN,G,34,14.7,5.3,2,4.9,41.1,0.4,1.6,24.5,0.9,1.4,60.4,3.1,0.7,0.5,0.3,0.8,1,0,8.8
356,Willie Cauley-SteinDAL,C,53,17.1,5.3,2.2,3.4,63.2,0,0.2,9.1,0.9,1.5,62.8,4.5,0.7,0.4,0.8,0.5,1,0,14.32
357,Glenn Robinson IIISAC,F,23,16,5.3,1.8,4.3,42.4,0.7,1.9,36.4,0.9,1,91.3,2,0.9,0.2,0.1,0.5,0,0,9.08
358,Mason JonesPHI/HOU,SG,32,10.4,5.3,1.6,3.8,42.3,0.8,2.1,36.4,1.3,2,62.5,1.7,1.3,0.2,0,0.9,0,0,12.17
359,Maurice HarklessSAC/MIA,SF,37,20.9,5.2,1.9,4.5,41.8,0.6,2.3,27.4,0.9,1.2,76.7,2.4,1.2,0.8,0.5,0.6,0,0,8.14
360,D.J. WilsonMIL/HOU,PF,35,12.4,5.2,1.9,4.8,40.5,0.9,2.5,34.5,0.5,0.7,68,3.2,0.7,0.3,0.5,0.6,1,0,11.58
361,Alize JohnsonBKN,F,18,10.5,5.2,2.2,3.8,58.8,0.1,0.3,16.7,0.7,0.7,100,5,0.8,0.3,0.3,0.5,2,0,23.59
362,Dylan WindlerCLE,SG,31,16.5,5.2,1.8,4.2,43.8,0.8,2.5,33.8,0.7,0.9,77.8,3.5,1.1,0.6,0.4,1,1,0,10.8
363,Patrick PattersonLAC,PF,38,15.3,5.2,1.9,4.3,43.6,1.1,2.9,35.7,0.3,0.4,76.5,2,0.8,0.4,0.2,0.3,0,0,10.96
364,Jake LaymanMIN,SF,45,13.9,5.1,2,4.1,49.5,0.5,1.7,29.5,0.6,0.8,70.3,1.5,0.6,0.6,0.4,0.6,0,0,11.41
365,Goga BitadzeIND,C,45,12.5,5.1,1.8,4.3,42.8,0.4,1.8,25.3,1,1.4,73.8,3.3,0.8,0.2,1.3,0.4,0,0,16.36
366,Isaiah HartensteinCLE/DEN,C,46,12.2,5.1,2,3.7,55,0,0.1,33.3,1,1.5,64.8,3.9,1.2,0.4,0.8,1,1,0,17.98
367,Sekou DoumbouyaDET,SF,56,15.5,5.1,1.9,5,37.9,0.5,2.1,22.6,0.8,1.1,70.3,2.6,0.8,0.4,0.2,0.8,0,0,6.91
368,Nerlens NoelNY,C,64,24.2,5.1,2.1,3.5,61.4,0,0,0,0.8,1.1,71.4,6.4,0.7,1.1,2.2,1,2,0,14.82
369,Marc GasolLAL,C,52,19.1,5,1.7,3.7,45.4,1,2.3,41,0.7,1,72,4.1,2.1,0.5,1.1,1,0,0,12.24
370,Jordan McLaughlinMIN,PG,51,18.4,5,2,4.7,41.3,0.6,1.8,35.9,0.5,0.6,76.7,2.1,3.8,1,0.1,1,0,0,12.07
371,Bismack BiyomboCHA,C,66,20.4,5,2.2,3.7,58.7,0,0,0,0.7,1.6,44.8,5.3,1.2,0.3,1.1,1.1,3,0,11.76
372,Trey LylesSA,PF,23,15.6,5,1.9,3.9,47.8,0.6,1.7,35,0.7,1,65.2,3.7,0.6,0.3,0,0.3,1,0,11.4
373,Precious AchiuwaMIA,PF,61,12.1,5,2,3.7,54.4,0,0,0,0.9,1.8,50.9,3.4,0.5,0.3,0.5,0.7,3,0,14.24
374,Caleb MartinCHA,SF,53,15.4,5,1.8,4.8,37.5,0.6,2.4,24.8,0.8,1.2,64.1,2.7,1.3,0.7,0.2,0.6,1,0,9.55
375,E'Twaun MoorePHX,G,27,14.4,4.9,2,4.5,45.5,0.4,1.3,31.4,0.4,0.5,85.7,1.7,1.5,0.6,0.2,0.9,0,0,10.41
376,Jerome RobinsonWSH,SG,17,17.9,4.9,1.6,5.6,29.5,0.6,2.5,26.2,0.9,1.2,80,2.2,1.5,0.7,0.4,1.1,0,0,4.1
377,Tyler CookBKN/DET,F,32,13.7,4.9,2.2,3.2,67,0,0.1,50,0.5,1.1,48.6,3,0.5,0.3,0.1,0.7,0,0,12.83
378,Brandon GoodwinATL,PG,47,13.2,4.9,1.8,4.7,37.7,0.7,2.2,31.1,0.6,0.9,65.1,1.5,2,0.4,0,0.8,0,0,9.22
379,Gabe VincentMIA,PG,50,13.1,4.8,1.8,4.7,37.8,0.9,3,30.9,0.4,0.5,87,1.1,1.3,0.4,0,0.7,1,0,7.67
380,Wesley MatthewsLAL,G,58,19.5,4.8,1.5,4.3,35.3,1.1,3.4,33.5,0.6,0.7,85.4,1.6,0.9,0.7,0.3,0.4,0,0,7.18
381,Langston GallowayPHX,SG,40,11,4.8,1.7,3.7,44.9,0.9,2.1,42.4,0.6,0.6,95.7,1.1,0.7,0.2,0,0.3,0,0,12.12
382,Aaron NesmithBOS,SF,46,14.5,4.7,1.7,3.9,43.8,0.9,2.3,37,0.5,0.6,78.6,2.8,0.5,0.3,0.2,0.5,0,0,9.46
383,Troy Brown Jr.CHI/WSH,SF,34,15.4,4.7,1.8,4.2,43.1,0.6,2.1,31.4,0.4,0.6,71.4,3.1,0.9,0.3,0.2,0.6,0,0,8.57
384,Boban MarjanovicDAL,C,33,8.2,4.7,1.9,3.7,50.8,0,0.2,12.5,0.9,1.2,81.6,3.9,0.3,0.1,0.2,0.4,3,0,22.62
385,Damian JonesSAC/LAL/PHX,C,39,14,4.7,1.8,2.6,68,0,0.1,20,1.1,1.5,72.4,3.1,0.7,0.3,0.7,0.7,1,0,14.6
386,Grant WilliamsBOS,PF,63,18.1,4.7,1.7,3.9,43.7,0.8,2,37.2,0.5,0.8,58.8,2.8,1,0.5,0.4,0.9,0,0,7.54
387,Semi OjeleyeBOS,PF,56,17,4.6,1.6,3.9,40.3,1,2.8,36.7,0.4,0.6,75,2.6,0.7,0.3,0,0.4,0,0,8.28
388,JaKarr SampsonIND,SF,29,10.9,4.6,1.9,3.9,49.6,0.1,0.5,20,0.7,1,65.5,2.7,0.1,0.1,0.5,0.5,0,0,10.96
389,Nassir LittlePOR,SF,48,13.3,4.6,1.6,3.5,46.7,0.6,1.7,35,0.8,0.9,80,2.7,0.5,0.1,0.3,0.4,0,0,11.63
390,Onyeka OkongwuATL,PF,50,12,4.6,1.9,3,64.4,0,0.1,0,0.7,1.1,63.2,3.3,0.4,0.5,0.7,0.6,2,0,16.84
391,Kelan MartinIND,SG,35,9.2,4.5,1.8,3.9,44.9,0.7,1.7,40,0.3,0.3,90,2.2,0.5,0.3,0.3,0.5,0,0,13.91
392,Rodney HoodPOR/TOR,SG,55,17.1,4.5,1.7,4.7,36.2,0.6,2.1,30.1,0.4,0.5,85.7,1.9,1,0.4,0.1,0.7,0,0,5.6
393,Solomon HillATL,SF,71,21.3,4.5,1.5,4.2,35.9,1,3,32.1,0.5,0.6,76.1,3,1.1,0.7,0.2,0.6,0,0,6.71
394,Al-Farouq AminuCHI/ORL,PF,23,18.9,4.4,1.7,4.3,38.4,0.3,1.6,21.6,0.8,1,81.8,4.8,1.3,0.8,0.4,1.2,1,0,8.89
395,Stanley JohnsonTOR,F,61,16.5,4.4,1.5,3.8,38.2,0.7,2.2,32.8,0.7,0.9,80,2.5,1.5,0.9,0.3,0.9,2,0,8.84
396,Andre IguodalaMIA,F,63,21.3,4.4,1.5,3.9,38.3,1,2.9,33,0.4,0.6,65.8,3.5,2.3,0.9,0.6,1.1,0,0,9.23
397,Yuta WatanabeTOR,SF,50,14.5,4.4,1.6,3.6,43.9,0.7,1.8,40,0.5,0.6,82.8,3.2,0.8,0.5,0.4,0.4,0,0,12.25
398,Chandler HutchisonCHI/WSH,SF,25,13.8,4.3,1.6,4.1,37.9,0.3,0.9,36.4,0.8,1,84,3.1,0.7,0.5,0.2,0.8,0,0,6.83
399,John KoncharMEM,SG,43,13.4,4.3,1.6,3.2,50,0.5,1.3,37.5,0.6,0.7,83.3,3,1.1,0.7,0.2,0.4,0,0,14.85
400,Devin CannadyORL,G,8,9.3,4.3,1.4,3.5,39.3,0.8,2,37.5,0.8,0.9,85.7,0.6,0.1,0.6,0.1,0.3,0,0,11.25
401,Mike ScottPHI,PF,51,16.7,4.2,1.5,4.1,36,1,3,34.2,0.2,0.2,66.7,2.4,0.8,0.5,0.3,0.4,0,0,6.82
402,Jevon CarterPHX,PG,60,12,4.1,1.6,3.7,42.2,0.9,2.5,37.1,0.1,0.1,57.1,1.5,1.2,0.5,0.2,0.3,1,0,12.2
403,Lamar StevensCLE,F,40,12.5,4.1,1.6,3.4,45.6,0.1,0.6,16,0.9,1.3,72.5,2.4,0.6,0.4,0.3,0.6,1,0,10.53
404,Kevon LooneyGS,C,61,19,4.1,1.8,3.2,54.8,0.1,0.3,23.5,0.5,0.8,64.6,5.3,2,0.3,0.4,0.6,0,0,11.92
405,Paul WatsonTOR,SG,27,11,4.1,1.4,3,46.3,1.1,2.4,46.9,0.2,0.3,62.5,1.7,0.6,0.2,0.1,0.3,0,0,10.93
406,Nico MannionGS,PG,30,12.1,4.1,1.3,3.8,34.2,0.7,2,36.7,0.8,0.9,82.1,1.5,2.3,0.5,0,1,0,0,9.31
407,DaQuan JeffriesSAC/HOU,SG,31,15.9,4.1,1.6,3.9,41.7,0.6,2.2,29.9,0.2,0.3,87.5,2.3,0.7,0.5,0.3,0.5,0,0,7.94
408,Josh HallOKC,SF,21,16,4.1,1.4,4.7,30.3,0.2,1.8,10.8,1,2.1,50,2.8,1.3,0.2,0,1.2,1,0,1.06
409,Obi ToppinNY,PF,62,11,4.1,1.7,3.4,49.8,0.4,1.4,30.6,0.3,0.4,73.1,2.2,0.5,0.3,0.2,0.4,0,0,12.79
410,Darius MillerOKC,SF,18,10.9,4.1,1.2,2.7,45.8,0.9,2.3,40.5,0.7,0.7,100,1.3,1.2,0.7,0.3,0.4,0,0,15.95
411,Udonis HaslemMIA,PF,1,3,4,2,2,100,0,0,0,0,0,0,1,0,0,0,0,0,0,54.9
412,Chris ChiozzaBKN,G,22,10.5,4,1.4,4,35.2,0.6,1.9,31,0.6,0.8,76.5,1.1,3,0.3,0.3,0.7,1,0,12.92
413,Jordan BoneORL,G,14,14,4,1.6,3.9,42.6,0.7,2.3,31.3,0,0,0,1.7,1.3,0.1,0,0.2,0,0,8.89
414,Cody MartinCHA,SF,52,16.3,4,1.6,3.6,44.1,0.3,1.1,27.6,0.5,0.8,58.1,3.1,1.7,0.7,0.2,0.8,1,0,10.59
415,Carsen EdwardsBOS,PG,31,8.9,4,1.5,3.6,42.3,0.6,2,28.6,0.4,0.4,84.6,0.8,0.5,0.2,0,0.2,0,0,10.3
416,Matisse ThybullePHI,SG,65,20,3.9,1.6,3.7,42,0.7,2.2,30.1,0.1,0.3,44.4,1.9,1,1.6,1.1,0.5,0,0,10.13
417,Brodric ThomasCLE/HOU,G,32,12.5,3.9,1.2,3.4,36.1,0.5,1.8,27.1,1,1.4,67.4,1.7,0.9,0.5,0.3,0.7,0,0,8
418,Kevin Knox IINY,SF,42,11,3.9,1.3,3.4,39.2,0.8,2.1,39.3,0.4,0.5,80,1.5,0.5,0.3,0.1,0.4,0,0,9.15
419,Justin JamesSAC,G,36,8.6,3.9,1.4,3.1,46.8,0.4,1.1,36.8,0.6,1,58.3,0.8,0.6,0.2,0.1,0.4,0,0,11.36
420,Dante ExumCLE/HOU,PG,6,19.3,3.8,1.7,4.3,38.5,0.3,1.8,18.2,0.2,0.3,50,2.8,2.2,0.7,0.3,1.2,0,0,5.96
421,Ersan IlyasovaUTAH,PF,17,8.7,3.8,1.2,3.2,38.9,1.1,2.4,43.9,0.3,0.3,100,1.7,0.2,0.6,0.2,0.5,0,0,12.1
422,Tremont WatersBOS,PG,26,9.2,3.8,1.3,3.2,40.5,0.6,1.5,39.5,0.6,0.7,94.1,0.8,2.4,0.6,0,1,0,0,14.64
423,Skylar MaysATL,SG,33,8.2,3.8,1.3,3,44.9,0.4,1.2,35,0.7,0.8,88,1.1,0.9,0.4,0.1,0.3,0,0,16.8
424,Nathan KnightATL,F,33,8.5,3.8,1.1,3,37,0.2,1,18.2,1.3,1.7,80,2.2,0.2,0.3,0.3,0.5,1,0,13.89
425,Thon MakerCLE,F,8,9.5,3.8,1.3,2.3,55.6,0,0.3,0,1.3,1.4,90.9,2.3,0.5,0.3,0.5,0.4,0,0,18.67
426,Isaiah JoePHI,SG,41,9.3,3.7,1.2,3.2,36.1,1,2.6,36.8,0.4,0.6,75,0.9,0.5,0.3,0.1,0.3,0,0,9.53
427,P.J. TuckerMIL/HOU,PF,52,26.1,3.7,1.3,3.4,37.3,0.8,2.3,33.6,0.4,0.5,75,3.9,1.2,0.8,0.4,0.8,0,0,5.55
428,Luka SamanicSA,PF,33,9.3,3.7,1.4,3.2,44.8,0.4,1.3,27.9,0.5,0.9,55.2,2.1,0.5,0.2,0.2,0.6,0,0,9.83
429,Javonte GreenBOS/CHI,SF,41,11.6,3.6,1.3,2.5,52,0.2,0.7,33.3,0.7,1,75,1.7,0.4,0.7,0.1,0.5,0,0,12.17
430,Wenyen GabrielNO,F,21,11.5,3.4,1.1,2.9,40,0.6,1.5,40.6,0.5,0.8,64.7,2.6,0.5,0.4,0.4,0.7,0,0,9.78
431,Luke KornetBOS/CHI,C,31,11.2,3.4,1.4,3.3,43.6,0.5,1.9,25.4,0.1,0.2,50,2.2,0.8,0.1,1,0.2,0,0,13.29
432,Paul ReedPHI,SF,26,6.8,3.4,1.6,3,53.8,0,0.2,0,0.2,0.3,50,2.3,0.5,0.4,0.5,0.5,1,0,21.29
433,Meyers LeonardMIA/OKC,C,3,9.7,3.3,1,2.3,42.9,1,2.3,42.9,0.3,0.7,50,2.3,0.7,0,0,0.7,0,0,6.65
434,Quinn CookLAL/CLE,PG,23,6.8,3.3,1.3,3,42.6,0.5,1.1,42.3,0.3,0.3,87.5,0.7,0.8,0.2,0,0.3,0,0,12.78
435,Zeke NnajiDEN,PF,42,9.5,3.2,1.2,2.5,48.1,0.6,1.4,40.7,0.3,0.4,80,1.5,0.2,0.2,0.1,0.2,0,0,11.34
436,Amir CoffeyLAC,SG,44,9,3.2,1,2.3,43.7,0.5,1.3,41.1,0.6,0.9,71.1,1,0.5,0.2,0,0.3,0,0,10.07
437,Killian TillieMEM,C,18,10.1,3.2,1.1,3.2,33.3,0.6,1.8,30.3,0.5,0.6,81.8,1.3,0.4,0.3,0.4,0.1,0,0,8.58
438,Mamadi DiakiteMIL,PF,14,10.1,3.1,1.1,2.9,40,0.1,0.6,12.5,0.8,1,78.6,2.4,0.6,0.5,0.4,0.2,0,0,12.32
439,Alfonzo McKinnieLAL,F,39,6.6,3.1,1.2,2.4,51.6,0.4,1,41,0.3,0.5,55.6,1.4,0.2,0.2,0,0.1,0,0,15.59
440,Romeo LangfordBOS,SG,18,15.7,3.1,1.2,3.3,35.6,0.3,1,27.8,0.5,0.7,75,1.9,0.7,0.3,0.3,0.6,0,0,5.1
441,Ryan ArcidiaconoCHI,PG,44,10.2,3.1,1.1,2.7,41.9,0.6,1.5,37.3,0.3,0.5,65,1.5,1.3,0.2,0,0.2,0,0,9.85
442,Matt ThomasUTAH/TOR,SG,45,7.3,3.1,1.1,2.8,39.4,0.6,1.8,33.8,0.3,0.3,85.7,1,0.4,0.1,0,0.3,0,0,9.2
443,Anthony GillWSH,PF,26,8.4,3.1,1.2,2.3,50,0.3,0.9,29.2,0.5,0.6,81.3,2,0.4,0.4,0.2,0.3,0,0,13.71
444,Jahmi'us RamseySAC,SG,13,7.2,3.1,1.2,2.9,39.5,0.4,1.5,26.3,0.4,0.4,100,0.8,0.5,0.3,0.1,0.2,0,0,10.54
445,Gary ClarkDEN/ORL/PHI,F,39,16.8,3.1,1,3.4,30.3,0.8,2.8,28.7,0.2,0.3,80,2.9,0.8,0.3,0.2,0.4,0,0,6.01
446,Cameron ReynoldsSA/HOU,SF,5,8,3,1.2,3.6,33.3,0.6,2.4,25,0,0,0,1,0.4,0,0,0,0,0,6.54
447,Reggie PerryBKN,PF,26,8.1,3,1.2,3,41,0.2,0.8,19,0.4,0.5,76.9,2.8,0.5,0.2,0.2,0.6,1,0,11.01
448,Nicolo MelliNO/DAL,PF,45,12.6,3,1,3.1,32.6,0.5,1.9,27.1,0.4,0.6,76,2.7,1,0.3,0.1,0.3,0,0,7.88
449,Sam MerrillMIL,SG,30,7.8,3,1.1,2.4,44.4,0.7,1.6,44.7,0.1,0.1,100,1,0.7,0.3,0,0.3,0,0,11.93
450,Trent ForrestUTAH,SG,30,10.1,2.9,1.1,2.4,45.1,0.2,0.9,19.2,0.6,0.6,100,1.5,1.5,0.3,0.1,0.7,0,0,11.19
451,Thanasis AntetokounmpoMIL,SF,57,9.7,2.9,1.2,2.4,48.9,0.1,0.5,24.1,0.4,0.9,51,2.2,0.8,0.4,0.2,0.8,1,0,10.3
452,Harry Giles IIIPOR,PF,38,9.2,2.8,1.1,2.6,43.3,0.2,0.6,34.8,0.4,0.7,59.3,3.5,0.8,0.2,0.3,0.5,0,0,12.47
453,Markus HowardDEN,PG,37,5.5,2.8,1.1,2.9,37.7,0.5,1.8,27.7,0.2,0.2,77.8,0.6,0.5,0.1,0,0.5,0,0,6.47
454,Bruno CabocloHOU,F,6,6,2.8,1.3,2.8,47.1,0,0.8,0,0.2,0.3,50,2.3,0.2,0,0.3,0.7,0,0,9.07
455,Kyle GuySAC,SG,31,7.6,2.8,0.9,2.8,33,0.4,1.5,28.3,0.5,0.6,80,1.1,1,0.2,0,0.4,0,0,8.59
456,Matthew DellavedovaCLE,PG,13,17.2,2.8,1.1,4.3,25,0.3,1.9,16,0.3,0.3,100,1.8,4.5,0.3,0.1,0.5,0,0,7.27
457,Frank NtilikinaNY,PG,33,9.8,2.7,0.9,2.4,36.7,0.7,1.5,47.9,0.2,0.5,44.4,0.9,0.6,0.5,0.1,0.3,0,0,7.75
458,Didi LouzadaNO,SF,3,18.7,2.7,1,4.3,23.1,0.7,2.7,25,0,0,0,1,1,0.7,0,1,0,0,-0.86
459,Keita Bates-DiopSA,SF,30,8.2,2.6,1,2.2,44.8,0.2,0.6,29.4,0.5,0.7,66.7,1.6,0.4,0.4,0.2,0.2,0,0,12.02
460,Anderson VarejaoCLE,C,5,7.2,2.6,0.8,3.2,25,0,0.2,0,1,1.8,55.6,4,0.6,0,0.4,0.2,0,0,12.93
461,Amida BrimahIND,C,5,5.8,2.6,1,1.6,62.5,0,0,0,0.6,0.6,100,1.6,0.2,0,1,0.8,0,0,16.61
462,Josh GreenDAL,SG,39,11.4,2.6,1.1,2.4,45.2,0.1,0.6,16,0.3,0.6,56.5,2,0.7,0.4,0.1,0.4,0,0,8.8
463,Grant RillerCHA,G,7,3.9,2.6,1.1,1.7,66.7,0.3,0.6,50,0,0,0,0.1,0.4,0.1,0,0.1,0,0,23.68
464,Tre JonesSA,PG,37,7.3,2.5,1,2.1,47.4,0.1,0.1,60,0.5,0.5,89.5,0.6,1.1,0.2,0,0.4,0,0,12.12
465,Jordan BellWSH/GS,F,6,13.7,2.5,1.2,3.7,31.8,0,0.3,0,0.2,0.3,50,4,1.2,0.5,0.8,0.7,0,0,8.03
466,Gary Payton IIGS,G,10,4,2.5,1,1.3,76.9,0.2,0.4,50,0.3,0.4,75,1.1,0.1,0.6,0.1,0.1,0,0,29.3
467,KZ OkpalaMIA,SF,37,12.1,2.5,1,2.6,37.5,0.3,1.4,24,0.2,0.4,53.3,1.8,0.5,0.3,0.3,0.4,0,0,5.23
468,Tacko FallBOS,C,19,7.2,2.5,1.1,1.5,72.4,0,0,0,0.3,0.8,33.3,2.7,0.2,0.1,1.1,0.3,0,0,19.67
469,Rondae Hollis-JeffersonPOR,SF,11,9.7,2.5,0.8,1.6,50,0,0.1,0,0.8,1.5,56.3,2.4,1.2,0.2,0.4,0.2,0,0,14.4
470,Jeremiah MartinCLE,PG,9,8.3,2.4,1,3.7,27.3,0.3,1.3,25,0.1,0.6,20,0.8,0.4,0.6,0.2,0.7,0,0,1.45
471,Mfiondu KabengeleLAC/SAC/CLE,C,39,7.2,2.4,0.8,2.3,37.1,0.3,1.3,26,0.4,0.5,80,1.5,0.4,0.2,0.3,0.4,0,0,9.59
472,Rayjon TuckerPHI,SG,14,4.9,2.4,0.6,1.3,50,0.1,0.5,28.6,1,1.4,73.7,0.8,0.4,0.1,0,0.3,0,0,15.13
